N,s,Average Execution Times,Execution Times
1,1,0.0029999732971191405,0.002998828887939453,0.0029993057250976562,0.003002166748046875,0.003000497817993164,0.003000020980834961,0.0029973983764648438,0.0019998550415039062,0.0030012130737304688,0.0030362606048583984,0.00396418571472168
2,1,0.003000020980834961,0.00299835205078125,0.0030012130737304688,0.0019989013671875,0.0040111541748046875,0.00299072265625,0.00299835205078125,0.0020003318786621094,0.0019991397857666016,0.0020003318786621094,0.006001710891723633
3,2,0.003200054168701172,0.0030012130737304688,0.003000497817993164,0.001997709274291992,0.004001617431640625,0.0030007362365722656,0.0030007362365722656,0.002997875213623047,0.0030002593994140625,0.005000591278076172,0.0029993057250976562
4,2,0.0034713268280029295,0.0029997825622558594,0.0030090808868408203,0.0029926300048828125,0.005999326705932617,0.0030045509338378906,0.0029954910278320312,0.0030007362365722656,0.0050203800201416016,0.0026946067810058594,0.002996683120727539
5,3,0.0033999204635620115,0.002998828887939453,0.003000020980834961,0.0029993057250976562,0.005002498626708984,0.0030057430267333984,0.0029921531677246094,0.0030019283294677734,0.00299835205078125,0.005000591278076172,0.0029997825622558594
6,3,0.003342151641845703,0.002997159957885742,0.0030031204223632812,0.0030002593994140625,0.0049991607666015625,0.003492116928100586,0.002930164337158203,0.0029990673065185547,0.0029990673065185547,0.004000663757324219,0.0030007362365722656
7,3,0.003199481964111328,0.003000020980834961,0.0029990673065185547,0.0030002593994140625,0.004997968673706055,0.002000570297241211,0.0019989013671875,0.0030007362365722656,0.004003047943115234,0.004996299743652344,0.0019979476928710938
8,3,0.002999019622802734,0.001992464065551758,0.002999544143676758,0.005000591278076172,0.0029993057250976562,0.003000974655151367,0.0029993057250976562,0.0029997825622558594,0.003999471664428711,0.0019991397857666016,0.0019996166229248047
9,4,0.003902173042297363,0.003002643585205078,0.0059986114501953125,0.0029990673065185547,0.0030007362365722656,0.0029985904693603516,0.006003141403198242,0.003997802734375,0.0030012130737304688,0.002998828887939453,0.005021095275878906
10,4,0.003495645523071289,0.003992557525634766,0.0030019283294677734,0.0029976367950439453,0.0040051937103271484,0.0039598941802978516,0.0030014514923095703,0.00299835205078125,0.002998828887939453,0.005011081695556641,0.002989530563354492
11,5,0.012935757637023926,0.00400090217590332,0.004970550537109375,0.004003286361694336,0.0029985904693603516,0.004003047943115234,0.05280923843383789,0.0275726318359375,0.006000518798828125,0.00699925422668457,0.015999555587768555
12,5,0.004769062995910645,0.008241891860961914,0.00454401969909668,0.003434419631958008,0.00455927848815918,0.005440711975097656,0.003998517990112305,0.003000974655151367,0.004471778869628906,0.0069980621337890625,0.003000974655151367
13,5,0.00429985523223877,0.004001617431640625,0.00600123405456543,0.003998279571533203,0.0029993057250976562,0.0040018558502197266,0.00600433349609375,0.003995180130004883,0.002999544143676758,0.0029993057250976562,0.005997896194458008
14,6,0.004586267471313477,0.007001161575317383,0.0058841705322265625,0.003000497817993164,0.006999015808105469,0.0029973983764648438,0.004000663757324219,0.003997325897216797,0.005982160568237305,0.003000497817993164,0.0029997825622558594
15,6,0.004784941673278809,0.0071201324462890625,0.0038764476776123047,0.004004001617431641,0.004873752593994141,0.005318641662597656,0.003654003143310547,0.003999948501586914,0.0070035457611083984,0.004096031188964844,0.003902912139892578
