Students,Sockets,Heuristic_Z,Heuristic_U,Heuristic_Optimization_Time,Gurobi_Z,Gurobi_U,Gurobi_model_build_time,Gurobi_optimization_time
11,1,12.0,0.38636363636363635,0.001996278762817383,12.0,0.3892045454545454,0.02699136734008789,1.7456145286560059
11,1,12.0,0.42045454545454547,0.0029997825622558594,12.0,0.4517045454545471,0.027001142501831055,10.905440330505371
11,1,10.0,0.3380681818181818,0.003000974655151367,10.0,0.34375,0.02800130844116211,11.126322031021118
11,1,12.0,0.4090909090909091,0.001985788345336914,12.0,0.42045454545454536,0.027457237243652344,3.479459047317505
11,1,11.0,0.36363636363636365,0.002997875213623047,11.0,0.3721590909090909,0.028001785278320312,3.0783581733703613
11,1,11.0,0.3835227272727273,0.0019986629486083984,11.0,0.39772727272727265,0.02800154685974121,11.236242532730103
11,1,10.0,0.36079545454545453,0.001998424530029297,10.0,0.37499999999999994,0.028000593185424805,11.103790998458862
11,1,11.0,0.3835227272727273,0.0019991397857666016,11.0,0.40340909090909083,0.02800297737121582,2.087925672531128
11,1,11.0,0.38636363636363635,0.0019998550415039062,11.0,0.39772727272727265,0.027001142501831055,2.8000600337982178
11,1,10.0,0.3494318181818182,0.003000020980834961,10.0,0.3579545454545454,0.029001712799072266,11.106404066085815
11,2,20.0,0.6335227272727273,0.0019998550415039062,20.0,0.6392045454545453,0.02900099754333496,11.09364366531372
11,2,21.0,0.6676136363636364,0.002000093460083008,21.0,0.6732954545454543,0.02800130844116211,11.460871458053589
11,2,17.0,0.5653409090909091,0.0019681453704833984,17.0,0.5767045454545453,0.029027700424194336,11.09236454963684
11,2,20.0,0.6448863636363636,0.0019998550415039062,20.0,0.6534090909090907,0.027001380920410156,11.222052574157715
11,2,18.0,0.5965909090909091,0.002000093460083008,18.0,0.6107954545454544,0.02800130844116211,4.96749472618103
11,2,20.0,0.6363636363636364,0.0010001659393310547,20.0,0.6420454545454544,0.027002334594726562,7.0209760665893555
11,2,18.0,0.5852272727272727,0.0020003318786621094,18.0,0.5909090909090907,0.028000593185424805,11.085722208023071
11,2,19.0,0.6193181818181818,0.0019998550415039062,19.0,0.6420454545454544,0.02902817726135254,11.144662857055664
11,2,19.0,0.6221590909090909,0.0019998550415039062,19.0,0.630681818181818,0.02800750732421875,11.188654661178589
11,2,17.0,0.5625,0.002000093460083008,17.0,0.5710227272727272,0.027002334594726562,11.216778993606567
11,3,27.0,0.875,0.0010306835174560547,27.0,0.886363636363636,0.027031898498535156,11.086005210876465
11,3,28.0,0.9119318181818182,0.0019989013671875,28.0,0.9289772727272722,0.027027368545532227,11.093424320220947
11,3,25.0,0.7926136363636364,0.002000093460083008,25.0,0.7954545454545451,0.028608083724975586,11.116822242736816
11,3,27.0,0.875,0.002026796340942383,27.0,0.889204545454545,0.02900075912475586,11.095093250274658
11,3,26.0,0.8267045454545454,0.002000570297241211,26.0,0.8323863636363632,0.030023574829101562,11.096860885620117
11,3,27.0,0.8835227272727273,0.0019998550415039062,27.0,0.8948863636363632,0.028029441833496094,11.100176572799683
11,3,25.0,0.8068181818181818,0.0020003318786621094,25.0,0.8096590909090905,0.0280301570892334,11.079406023025513
11,3,27.0,0.8607954545454546,0.0019998550415039062,27.0,0.8636363636363632,0.029001474380493164,11.102254629135132
11,3,27.0,0.8607954545454546,0.0019996166229248047,27.0,0.8664772727272723,0.02700352668762207,11.083958387374878
11,3,24.0,0.7698863636363636,0.0019981861114501953,24.0,0.7784090909090906,0.027000904083251953,11.097519397735596
11,4,32.0,1.0,0.002001523971557617,32.0,1.0,0.027025222778320312,0.07603335380554199
11,4,32.0,1.0,0.0010318756103515625,32.0,1.0,0.02800130844116211,0.07500100135803223
11,4,32.0,1.0,0.002000093460083008,32.0,1.0,0.026970624923706055,1.859022617340088
11,4,32.0,1.0,0.001998424530029297,32.0,1.0,0.028983592987060547,0.08485841751098633
11,4,32.0,1.0,0.0016674995422363281,32.0,1.0,0.028290987014770508,0.08826708793640137
11,4,32.0,1.0,0.0010294914245605469,32.0,1.0,0.026993989944458008,0.07399368286132812
11,4,32.0,1.0,0.0010294914245605469,32.0,1.0,0.02700042724609375,0.17597389221191406
11,4,32.0,1.0,0.002000093460083008,32.0,1.0,0.02700066566467285,0.09600496292114258
11,4,32.0,1.0,0.002032041549682617,32.0,1.0,0.027003765106201172,0.07600688934326172
11,4,31.0,0.9744318181818182,0.0010311603546142578,31.0,0.9744318181818177,0.02696967124938965,11.08144211769104
11,5,32.0,1.0,0.002000093460083008,32.0,1.0,0.028004169464111328,0.07503628730773926
11,5,32.0,1.0,0.001993417739868164,32.0,1.0,0.02800583839416504,0.07300949096679688
11,5,32.0,1.0,0.001031637191772461,32.0,1.0,0.027004480361938477,0.07200169563293457
11,5,32.0,1.0,0.0010080337524414062,32.0,1.0,0.0279996395111084,0.07500171661376953
11,5,32.0,1.0,0.0020008087158203125,32.0,1.0,0.026999235153198242,0.07200002670288086
11,5,32.0,1.0,0.002001047134399414,32.0,1.0,0.026999711990356445,0.07100248336791992
11,5,32.0,1.0,0.002032041549682617,32.0,1.0,0.026968002319335938,0.1619729995727539
11,5,32.0,1.0,0.0019981861114501953,32.0,1.0,0.027001619338989258,0.07000350952148438
11,5,32.0,1.0,0.0019998550415039062,32.0,1.0,0.02700042724609375,0.07300257682800293
11,5,32.0,1.0,0.0019996166229248047,32.0,1.0,0.027001142501831055,0.09700179100036621
