Students,Sockets,Heuristic_Z,Heuristic_U,Heuristic_Optimization_Time,Gurobi_Z,Gurobi_U,Gurobi_model_build_time,Gurobi_optimization_time
8,1,14.0,0.47265625,0.0019991397857666016,14.0,0.48046875,0.02500152587890625,1.0500071048736572
8,1,15.0,0.47265625,0.002002239227294922,15.0,0.47265625,0.021000385284423828,1.264751672744751
8,1,13.0,0.44921875,0.002002239227294922,13.0,0.4609375,0.02099919319152832,1.3660132884979248
8,1,13.0,0.44921875,0.002001047134399414,13.0,0.4609375,0.021999120712280273,0.9665753841400146
8,1,13.0,0.45703125,0.001997709274291992,13.0,0.4765625,0.020005226135253906,1.4933862686157227
8,1,15.0,0.5,0.002001523971557617,15.0,0.50390625,0.021999835968017578,1.2069368362426758
8,1,13.0,0.43359375,0.0020003318786621094,13.0,0.44140625,0.02299976348876953,1.0903816223144531
8,1,14.0,0.48046875,0.0019974708557128906,14.0,0.48828125,0.020999908447265625,1.0270097255706787
8,1,14.0,0.46875,0.001996755599975586,14.0,0.4765625,0.021033525466918945,1.0262598991394043
8,1,13.0,0.43359375,0.0017404556274414062,13.0,0.4375,0.024112939834594727,1.160707950592041
8,2,24.0,0.79296875,0.0020325183868408203,24.0,0.8125,0.03500032424926758,3.9446613788604736
8,2,25.0,0.80078125,0.0009906291961669922,25.0,0.81640625,0.020998239517211914,1.3970105648040771
8,2,24.0,0.765625,0.0019998550415039062,24.0,0.765625,0.02300095558166504,2.062021017074585
8,2,23.0,0.7578125,0.00099945068359375,23.0,0.7734375,0.021000385284423828,1.6073036193847656
8,2,24.0,0.77734375,0.0009992122650146484,24.0,0.7890625,0.03300118446350098,2.1092917919158936
8,2,27.0,0.859375,0.0020003318786621094,27.0,0.87109375,0.020000934600830078,1.2762501239776611
8,2,22.0,0.71484375,0.002000570297241211,22.0,0.71875,0.019998550415039062,2.2246928215026855
8,2,25.0,0.8046875,0.0020003318786621094,25.0,0.8046874999999947,0.021001338958740234,2.1144564151763916
8,2,25.0,0.78515625,0.002000570297241211,25.0,0.7890625,0.021000146865844727,12.8262619972229
8,2,22.0,0.71875,0.0020008087158203125,22.0,0.73046875,0.020000457763671875,1.470651388168335
8,3,32.0,1.0,0.001999378204345703,32.0,1.0,0.020001649856567383,0.07400369644165039
8,3,32.0,1.0,0.000993967056274414,32.0,1.0,0.020998239517211914,0.05700182914733887
8,3,32.0,1.0,0.0009992122650146484,32.0,1.0,0.02100086212158203,0.059999942779541016
8,3,32.0,1.0,0.0009989738464355469,32.0,1.0,0.020999908447265625,0.08200335502624512
8,3,32.0,1.0,0.00099945068359375,32.0,1.0,0.020998716354370117,0.05900073051452637
8,3,32.0,1.0,0.0010001659393310547,32.0,1.0,0.02099895477294922,0.0559992790222168
8,3,32.0,1.0,0.0010001659393310547,32.0,1.0,0.020999908447265625,1.2750072479248047
8,3,32.0,1.0,0.001001119613647461,32.0,1.0,0.020003080368041992,0.06600236892700195
8,3,32.0,1.0,0.001001119613647461,32.0,1.0,0.027004003524780273,0.07300209999084473
8,3,32.0,1.0,0.0009810924530029297,32.0,1.0,0.021001577377319336,1.2078890800476074
