Students,Sockets,Heuristic_Z,Heuristic_U,Heuristic_Optimization_Time,Gurobi_Z,Gurobi_U,Gurobi_model_build_time,Gurobi_optimization_time
39,1,6.0,0.24519230769230768,0.005998849868774414,6.0,0.25881410330990456,0.09303545951843262,39.99910068511963
39,1,5.0,0.20833333333333334,0.006000041961669922,5.0,0.21794871794871803,0.0989677906036377,21.225813388824463
39,1,5.0,0.21955128205128205,0.005961418151855469,5.0,0.23717948717948723,0.09405946731567383,13.566836595535278
39,1,5.0,0.20833333333333334,0.00599980354309082,5.0,0.22195512820512825,0.09402894973754883,39.23834991455078
39,1,5.0,0.21233974358974358,0.006974458694458008,5.0,0.22275641025641035,0.09503555297851562,39.24795484542847
39,1,5.0,0.2155448717948718,0.0060007572174072266,5.0,0.22916666666666677,0.09496831893920898,39.25747847557068
39,1,4.0,0.19391025641025642,0.006001710891723633,4.0,0.2187500000000001,0.09397411346435547,39.33373689651489
39,1,5.0,0.2171474358974359,0.005997419357299805,5.0,0.23076923076923084,0.09403491020202637,39.20323920249939
39,1,5.0,0.2171474358974359,0.004998445510864258,5.0,0.23237179534415534,0.09403419494628906,39.271600008010864
39,1,6.0,0.24759615384615385,0.005932331085205078,6.0,0.26041666694526866,0.0991208553314209,12.46952509880066
39,2,9.0,0.31650641025641024,0.00599980354309082,9.0,0.32451923130909394,0.09300398826599121,17.335494995117188
39,2,8.0,0.27163461538461536,0.005998849868774414,8.0,0.27483974358974356,0.0930337905883789,13.231603860855103
39,2,8.0,0.2828525641025641,0.005999565124511719,8.0,0.29647435897435886,0.09800243377685547,17.749570608139038
39,2,7.0,0.2724358974358974,0.006006002426147461,7.0,0.29326923076923067,0.09397578239440918,39.170506954193115
39,2,7.0,0.2708333333333333,0.0060007572174072266,7.0,0.29807692307692296,0.09503316879272461,39.30752110481262
39,2,8.0,0.28125,0.005998849868774414,8.0,0.2868589743589743,0.0930013656616211,12.335424900054932
39,2,7.0,0.25801282051282054,0.005999565124511719,7.0,0.27323717948717946,0.0950016975402832,12.748571395874023
39,2,8.0,0.28044871794871795,0.005006551742553711,8.0,0.28605769230769224,0.09505462646484375,14.964869976043701
39,2,8.0,0.28205128205128205,0.0063893795013427734,8.0,0.28605769230769224,0.09696054458618164,15.323214292526245
39,2,9.0,0.3141025641025641,0.0060002803802490234,9.0,0.3173076923076921,0.09500455856323242,10.321928977966309
39,3,11.0,0.3886217948717949,0.005029201507568359,11.0,0.40705128205128155,0.09503388404846191,39.24255704879761
39,3,10.0,0.3373397435897436,0.0059888362884521484,10.0,0.3453525641025638,0.0979773998260498,17.848067045211792
39,3,10.0,0.34775641025641024,0.005985736846923828,10.0,0.3629807692307689,0.09700226783752441,39.2657790184021
39,3,10.0,0.33814102564102566,0.006000041961669922,10.0,0.34935897435897406,0.09803223609924316,19.421186923980713
39,3,9.0,0.3373397435897436,0.00599980354309082,9.0,0.3581730769230766,0.09399986267089844,33.68009376525879
39,3,10.0,0.3421474358974359,0.006000041961669922,10.0,0.35096153846153816,0.09503483772277832,19.982207775115967
39,3,9.0,0.32371794871794873,0.006032466888427734,9.0,0.34455128205128177,0.0950007438659668,18.585166215896606
39,3,10.0,0.34775641025641024,0.006029844284057617,10.0,0.35737179487179455,0.09600639343261719,23.58837080001831
