N,s,heuristic_min_usage_time,heuristic_optimization_time,gurobi_min_usage_time,gurobi_optimization_time,gurobi_model_build_time
60,21,32.0,0.004969000816345215,32.0,4.553555107116699,0.136580753326416
70,25,32.0,0.005608177185058594,32.0,2.279452657699585,0.1647620439529419
