N,s,seed,heuristic_min_usage_time,heuristic_optimization_time,gurobi_min_usage_time,gurobi_optimization_time,gurobi_model_build_time
5,2,1,32.0,0.0009970664978027344,32.0,0.03996777534484863,0.012732744216918945
5,2,2,32.0,0.000997781753540039,32.0,0.039608001708984375,0.012539386749267578
5,2,3,32.0,0.0009660720825195312,32.0,0.03999495506286621,0.013030052185058594
5,2,4,32.0,0.001565694808959961,32.0,0.03983926773071289,0.011481523513793945
5,2,5,32.0,0.0009963512420654297,32.0,0.037607431411743164,0.012656211853027344
5,2,6,32.0,0.0005364418029785156,32.0,0.03991103172302246,0.012489080429077148
5,2,7,32.0,0.0011000633239746094,32.0,0.03706550598144531,0.01246953010559082
5,2,8,28.0,0.0015385150909423828,28.0,12.166033267974854,0.012136220932006836
5,2,9,32.0,0.0009975433349609375,32.0,0.04209470748901367,0.012987375259399414
5,3,0,32.0,0.00099945068359375,32.0,0.04298663139343262,0.012476444244384766
5,3,1,32.0,0.0014886856079101562,32.0,0.03696608543395996,0.013540983200073242
5,3,2,32.0,0.0010139942169189453,32.0,0.03499460220336914,0.011548519134521484
5,3,3,32.0,0.0009932518005371094,32.0,0.036809682846069336,0.011822223663330078
5,3,4,32.0,0.0009617805480957031,32.0,0.036684274673461914,0.012601137161254883
5,3,5,32.0,0.0010004043579101562,32.0,0.03708148002624512,0.013475894927978516
5,3,6,32.0,0.0009980201721191406,32.0,0.0377957820892334,0.013293981552124023
5,3,7,32.0,0.001994609832763672,32.0,0.03811192512512207,0.012145757675170898
5,3,8,32.0,0.0009970664978027344,32.0,0.03634047508239746,0.012982606887817383
5,3,9,32.0,0.0015380382537841797,32.0,0.03654885292053223,0.012996673583984375
5,4,0,32.0,0.0010285377502441406,32.0,0.03782010078430176,0.012969255447387695
5,4,1,32.0,0.0019943714141845703,32.0,0.03672623634338379,0.012087106704711914
5,4,2,32.0,0.000997304916381836,32.0,0.039490699768066406,0.016806364059448242
5,4,3,32.0,0.0009663105010986328,32.0,0.03542757034301758,0.012576580047607422
5,4,4,32.0,0.0009999275207519531,32.0,0.03699803352355957,0.012020111083984375
5,4,5,32.0,0.001058816909790039,32.0,0.03994345664978027,0.016379117965698242
5,4,6,32.0,0.00199127197265625,32.0,0.036185503005981445,0.012464284896850586
5,4,7,32.0,0.001993894577026367,32.0,0.031307220458984375,0.010545492172241211
5,4,8,32.0,0.0019943714141845703,32.0,0.038974761962890625,0.011972665786743164
5,4,9,32.0,0.0009963512420654297,32.0,0.028964996337890625,0.011569738388061523
5,5,0,32.0,0.001027822494506836,32.0,0.0344233512878418,0.01099395751953125
5,5,1,32.0,0.000997304916381836,32.0,0.04117751121520996,0.017467260360717773
5,5,2,32.0,0.002028226852416992,32.0,0.034433603286743164,0.013128280639648438
5,5,3,32.0,0.0015406608581542969,32.0,0.03397727012634277,0.012420654296875
5,5,4,32.0,0.001994609832763672,32.0,0.0345156192779541,0.012897968292236328
5,5,5,32.0,0.001996755599975586,32.0,0.03313708305358887,0.010378837585449219
5,5,6,32.0,0.0009741783142089844,32.0,0.03022027015686035,0.011832237243652344
5,5,7,32.0,0.0021066665649414062,32.0,0.032436370849609375,0.011529207229614258
5,5,8,32.0,0.0010325908660888672,32.0,0.0335392951965332,0.011407136917114258
5,5,9,32.0,0.0009968280792236328,32.0,0.03717184066772461,0.01251673698425293
6,1,0,17.0,0.0019965171813964844,17.0,1.832139492034912,0.014762639999389648
6,1,1,18.0,0.0023202896118164062,18.0,1.4653830528259277,0.013214826583862305
6,1,2,17.0,0.002499103546142578,17.0,0.5548884868621826,0.015234708786010742
6,1,3,18.0,0.0019953250885009766,18.0,1.9720063209533691,0.015073537826538086
6,1,4,17.0,0.001997232437133789,17.0,0.9565000534057617,0.018994569778442383
6,1,5,21.0,0.001997232437133789,21.0,0.1488208770751953,0.016982316970825195
6,1,6,17.0,0.002246856689453125,17.0,1.438866138458252,0.015920400619506836
6,1,7,19.0,0.001994609832763672,19.0,0.11466026306152344,0.021323204040527344
6,1,8,15.0,0.0019948482513427734,15.0,0.6219320297241211,0.014982461929321289
6,1,9,19.0,0.0020112991333007812,19.0,0.09951567649841309,0.01862788200378418
6,2,0,31.0,0.0019958019256591797,,82.2138831615448,0.013923406600952148
6,2,1,32.0,0.0015017986297607422,32.0,0.07761311531066895,0.015604734420776367
6,2,2,31.0,0.0019943714141845703,31.0,1.3478724956512451,0.014534950256347656
6,2,3,32.0,0.0009982585906982422,32.0,0.04541730880737305,0.013361930847167969
6,2,4,31.0,0.0009970664978027344,31.0,0.10620260238647461,0.01296854019165039
6,2,5,32.0,0.002396106719970703,32.0,0.05406045913696289,0.012480020523071289
6,2,6,30.0,0.0011174678802490234,30.0,1.1436288356781006,0.014538288116455078
6,2,7,32.0,0.0009965896606445312,32.0,0.05344057083129883,0.015547752380371094
6,2,8,26.0,0.0015327930450439453,26.0,0.8953676223754883,0.016617774963378906
6,2,9,32.0,0.0010020732879638672,32.0,0.09012103080749512,0.014425516128540039
6,3,0,32.0,0.0019922256469726562,32.0,0.04532909393310547,0.015178680419921875
6,3,1,32.0,0.000997304916381836,32.0,0.046597957611083984,0.016597270965576172
6,3,2,32.0,0.0009987354278564453,32.0,0.051129817962646484,0.016000032424926758
6,3,3,32.0,0.000997304916381836,32.0,0.05019521713256836,0.016328096389770508
6,3,4,32.0,0.002349853515625,32.0,0.05054783821105957,0.01805400848388672
6,3,5,32.0,0.0013086795806884766,32.0,0.04646754264831543,0.01646900177001953
6,3,6,32.0,0.0019931793212890625,32.0,0.046085357666015625,0.016023874282836914
6,3,7,32.0,0.001996755599975586,32.0,0.06885743141174316,0.018296480178833008
6,3,8,32.0,0.001993894577026367,32.0,0.0540776252746582,0.016408205032348633
6,3,9,32.0,0.0030257701873779297,32.0,0.06383466720581055,0.027848005294799805
6,4,0,32.0,0.0011138916015625,32.0,0.046956539154052734,0.01552438735961914
6,4,1,32.0,0.0009989738464355469,32.0,0.03901982307434082,0.0150909423828125
6,4,2,32.0,0.0019941329956054688,32.0,0.04250526428222656,0.014383554458618164
6,4,3,32.0,0.0009968280792236328,32.0,0.04279923439025879,0.014827251434326172
6,4,4,32.0,0.0009984970092773438,32.0,0.04437518119812012,0.01715874671936035
6,4,5,32.0,0.0009999275207519531,32.0,0.04067802429199219,0.015472412109375
6,4,6,32.0,0.0019638538360595703,32.0,0.04093170166015625,0.013476133346557617
6,4,7,32.0,0.0009975433349609375,32.0,0.04203462600708008,0.013777971267700195
6,4,8,32.0,0.0009975433349609375,32.0,0.0426180362701416,0.013761758804321289
6,4,9,32.0,0.0020291805267333984,32.0,0.04141092300415039,0.013974666595458984
6,5,0,32.0,0.0010018348693847656,32.0,0.052626848220825195,0.016503334045410156
6,5,1,32.0,0.0019943714141845703,32.0,0.04344820976257324,0.016765117645263672
6,5,2,32.0,0.0022678375244140625,32.0,0.04202580451965332,0.012383460998535156
6,5,3,32.0,0.0009980201721191406,32.0,0.04380536079406738,0.014349699020385742
6,5,4,32.0,0.0010292530059814453,32.0,0.04271340370178223,0.015358686447143555
6,5,5,32.0,0.0019974708557128906,32.0,0.047972917556762695,0.017971515655517578
6,5,6,32.0,0.0019948482513427734,32.0,0.04134035110473633,0.015531539916992188
6,5,7,32.0,0.0009663105010986328,32.0,0.04305577278137207,0.014471769332885742
6,5,8,32.0,0.0015354156494140625,32.0,0.03848671913146973,0.013759851455688477
6,5,9,32.0,0.0009970664978027344,32.0,0.04092884063720703,0.014947891235351562
6,6,0,32.0,0.0010280609130859375,32.0,0.040378570556640625,0.013953685760498047
6,6,1,32.0,0.0025072097778320312,32.0,0.04052114486694336,0.014054536819458008
6,6,2,32.0,0.0019941329956054688,32.0,0.04871344566345215,0.017925500869750977
6,6,3,32.0,0.0009920597076416016,32.0,0.04096174240112305,0.014294862747192383
6,6,4,32.0,0.0010313987731933594,32.0,0.037706851959228516,0.014724493026733398
6,6,5,32.0,0.0015544891357421875,32.0,0.04115152359008789,0.015405893325805664
6,6,6,32.0,0.0009968280792236328,32.0,0.038465023040771484,0.013478755950927734
6,6,7,32.0,0.001993417739868164,32.0,0.042722463607788086,0.013984441757202148
6,6,8,32.0,0.0019609928131103516,32.0,0.04764580726623535,0.015084028244018555
6,6,9,32.0,0.0009975433349609375,32.0,0.04258918762207031,0.015171527862548828
7,1,0,16.0,0.0015039443969726562,16.0,0.16155171394348145,0.019503355026245117
7,1,1,18.0,0.0019948482513427734,18.0,0.4097905158996582,0.019487619400024414
7,1,2,17.0,0.0019922256469726562,17.0,0.19455766677856445,0.017609834671020508
7,1,3,15.0,0.0015714168548583984,15.0,0.10818743705749512,0.019015073776245117
7,1,4,14.0,0.0010309219360351562,14.0,0.5469284057617188,0.016771793365478516
7,1,5,17.0,0.001994609832763672,17.0,0.07686018943786621,0.017489910125732422
7,1,6,15.0,0.0009965896606445312,15.0,3.230870485305786,0.018523454666137695
7,1,7,16.0,0.002521514892578125,16.0,0.618750810623169,0.01795482635498047
7,1,8,13.0,0.0015034675598144531,13.0,2.6090991497039795,0.016978025436401367
7,1,9,15.0,0.001996755599975586,15.0,1.9786491394042969,0.017403841018676758
7,2,0,28.0,0.0009968280792236328,28.0,1.2451341152191162,0.018581390380859375
7,2,1,30.0,0.001451253890991211,30.0,1.3190600872039795,0.01763176918029785
7,2,2,28.0,0.0015401840209960938,28.0,14.885455131530762,0.01795172691345215
7,2,3,27.0,0.0009982585906982422,27.0,3.2755002975463867,0.018106698989868164
7,2,4,26.0,0.0025033950805664062,26.0,2.0851337909698486,0.01975107192993164
7,2,5,30.0,0.0019936561584472656,30.0,0.11519098281860352,0.019457340240478516
7,2,6,27.0,0.0014853477478027344,27.0,1.6092572212219238,0.0194852352142334
7,2,7,28.0,0.0015015602111816406,,13.902262687683105,0.01816701889038086
7,2,8,25.0,0.001994609832763672,25.0,0.24111437797546387,0.017741918563842773
7,2,9,26.0,0.0019941329956054688,26.0,8.244345426559448,0.01745009422302246
7,3,0,32.0,0.0009968280792236328,32.0,0.055034637451171875,0.01699352264404297
7,3,1,32.0,0.0015060901641845703,32.0,0.04805445671081543,0.016086101531982422
7,3,2,32.0,0.0010311603546142578,32.0,0.04806661605834961,0.017057418823242188
7,3,3,32.0,0.0009963512420654297,32.0,0.05193758010864258,0.01592421531677246
7,3,4,32.0,0.000997781753540039,32.0,0.05402803421020508,0.0160825252532959
7,3,5,32.0,0.0019941329956054688,32.0,0.04699993133544922,0.016109943389892578
7,3,6,32.0,0.0009655952453613281,32.0,0.09192991256713867,0.016997814178466797
7,3,7,32.0,0.0015380382537841797,32.0,0.048647403717041016,0.016632556915283203
7,3,8,32.0,0.0015358924865722656,32.0,0.05144810676574707,0.016582965850830078
7,3,9,32.0,0.000997304916381836,32.0,0.05050396919250488,0.014984607696533203
7,4,0,32.0,0.000997304916381836,32.0,0.04629087448120117,0.015979290008544922
7,4,1,32.0,0.0009996891021728516,32.0,0.0481877326965332,0.016611337661743164
7,4,2,32.0,0.0009946823120117188,32.0,0.048149824142456055,0.016946077346801758
7,4,3,32.0,0.0010304450988769531,32.0,0.0467684268951416,0.016741037368774414
7,4,4,32.0,0.0010304450988769531,32.0,0.04864788055419922,0.01654219627380371
7,4,5,32.0,0.0009999275207519531,32.0,0.04599475860595703,0.01732349395751953
7,4,6,32.0,0.0022983551025390625,32.0,0.046358346939086914,0.01605367660522461
7,4,7,32.0,0.0019953250885009766,32.0,0.04693150520324707,0.016182422637939453
7,4,8,32.0,0.002027273178100586,32.0,0.045262813568115234,0.015259265899658203
7,4,9,32.0,0.002558469772338867,32.0,0.046639204025268555,0.01609015464782715
7,5,0,32.0,0.0009660720825195312,32.0,0.07543206214904785,0.02233123779296875
7,5,1,32.0,0.0020294189453125,32.0,0.047951459884643555,0.017426013946533203
7,5,2,32.0,0.0009987354278564453,32.0,0.04800772666931152,0.015396595001220703
7,5,3,32.0,0.001001596450805664,32.0,0.046645164489746094,0.017521142959594727
7,5,4,32.0,0.002028226852416992,32.0,0.051291465759277344,0.017614126205444336
7,5,5,32.0,0.0009605884552001953,32.0,0.048628807067871094,0.0180509090423584
7,5,6,32.0,0.0020258426666259766,32.0,0.0468907356262207,0.016823291778564453
7,5,7,32.0,0.0009930133819580078,32.0,0.05237007141113281,0.01789569854736328
7,5,8,32.0,0.0009965896606445312,32.0,0.048250675201416016,0.017710447311401367
7,5,9,32.0,0.0009965896606445312,32.0,0.04826760292053223,0.017490625381469727
7,6,0,32.0,0.0010287761688232422,32.0,0.052240848541259766,0.01769399642944336
7,6,1,32.0,0.0015377998352050781,32.0,0.04643440246582031,0.018507719039916992
7,6,2,32.0,0.0010182857513427734,32.0,0.05278587341308594,0.018286705017089844
7,6,3,32.0,0.002468109130859375,32.0,0.04749798774719238,0.017107248306274414
7,6,4,32.0,0.0010221004486083984,32.0,0.047205448150634766,0.018605709075927734
7,6,5,32.0,0.002366781234741211,32.0,0.048307180404663086,0.0180666446685791
7,6,6,32.0,0.001359701156616211,32.0,0.04728388786315918,0.017267465591430664
7,6,7,32.0,0.0015015602111816406,32.0,0.0539853572845459,0.022022724151611328
7,6,8,32.0,0.0009984970092773438,32.0,0.04616427421569824,0.017649412155151367
7,6,9,32.0,0.001028299331665039,32.0,0.04610323905944824,0.01756763458251953
7,7,0,32.0,0.0010294914245605469,32.0,0.052368879318237305,0.01761770248413086
7,7,1,32.0,0.002989530563354492,32.0,0.04846644401550293,0.02000713348388672
7,7,2,32.0,0.0009970664978027344,32.0,0.04383492469787598,0.016538381576538086
7,7,3,32.0,0.0020051002502441406,32.0,0.0442044734954834,0.01675271987915039
7,7,4,32.0,0.0015072822570800781,32.0,0.04883861541748047,0.016980886459350586
7,7,5,32.0,0.001543283462524414,32.0,0.04544878005981445,0.018005847930908203
7,7,6,32.0,0.0019941329956054688,32.0,0.046605825424194336,0.01859593391418457
7,7,7,32.0,0.0019948482513427734,32.0,0.04643750190734863,0.01743316650390625
7,7,8,32.0,0.0019981861114501953,32.0,0.04613924026489258,0.017876386642456055
7,7,9,32.0,0.0009970664978027344,32.0,0.04695892333984375,0.018477916717529297
8,1,0,14.0,0.0025043487548828125,14.0,2.32741641998291,0.019971132278442383
8,1,1,15.0,0.001501321792602539,15.0,0.1081383228302002,0.021480798721313477
8,1,2,13.0,0.0023152828216552734,13.0,1.9224367141723633,0.01900768280029297
8,1,3,13.0,0.0019948482513427734,13.0,4.4435412883758545,0.019002676010131836
8,1,4,13.0,0.002038717269897461,,4.728874683380127,0.021897554397583008
8,1,5,15.0,0.0029904842376708984,15.0,1.5816030502319336,0.020433425903320312
8,1,6,13.0,0.000997781753540039,13.0,0.9889743328094482,0.019480228424072266
8,1,7,14.0,0.001981019973754883,14.0,5.346621990203857,0.01848149299621582
8,1,8,14.0,0.0019953250885009766,14.0,0.9815809726715088,0.020987272262573242
8,1,9,13.0,0.0021741390228271484,13.0,1.650620698928833,0.019603967666625977
8,2,0,24.0,0.002992391586303711,24.0,17.19106364250183,0.04314112663269043
8,2,1,25.0,0.001998424530029297,25.0,8.426368951797485,0.02344536781311035
8,2,2,24.0,0.001993894577026367,24.0,0.11430573463439941,0.02140021324157715
8,2,3,23.0,0.002026796340942383,23.0,11.216420888900757,0.021152019500732422
8,2,4,24.0,0.0009975433349609375,,1.2890093326568604,0.0209963321685791
8,2,5,27.0,0.002005338668823242,27.0,0.620938777923584,0.02449941635131836
8,2,6,22.0,0.0009961128234863281,,2.1985697746276855,0.020743846893310547
8,2,7,25.0,0.001995563507080078,,0.24448585510253906,0.021490812301635742
8,2,8,25.0,0.00099945068359375,,0.20968246459960938,0.021512269973754883
8,2,9,22.0,0.001989603042602539,,0.17878103256225586,0.018767833709716797
8,3,0,32.0,0.0009965896606445312,32.0,0.08646798133850098,0.02330183982849121
8,3,1,32.0,0.001996755599975586,32.0,0.06297516822814941,0.019984006881713867
8,3,2,32.0,0.001994609832763672,,0.02749490737915039,0.021002769470214844
8,3,3,32.0,0.000997304916381836,32.0,0.12211871147155762,0.0209810733795166
8,3,4,32.0,0.0015077590942382812,32.0,0.062098026275634766,0.0210416316986084
8,3,5,32.0,0.0019965171813964844,32.0,0.05707883834838867,0.02003192901611328
8,3,6,32.0,0.0019996166229248047,32.0,0.24124932289123535,0.021026134490966797
8,3,7,32.0,0.0019948482513427734,32.0,0.057057857513427734,0.019015073776245117
8,3,8,32.0,0.0009975433349609375,32.0,0.05807089805603027,0.020024776458740234
8,3,9,32.0,0.001994609832763672,32.0,0.33359670639038086,0.019012928009033203
8,4,0,32.0,0.0024979114532470703,32.0,0.06002044677734375,0.021019935607910156
8,4,1,32.0,0.001999378204345703,32.0,0.06322050094604492,0.022032737731933594
8,4,2,32.0,0.0019960403442382812,32.0,0.0662233829498291,0.027158260345458984
8,4,3,32.0,0.0019948482513427734,32.0,0.06267762184143066,0.022045135498046875
8,4,4,32.0,0.0022115707397460938,32.0,0.06043577194213867,0.02219414710998535
8,4,5,32.0,0.0009996891021728516,32.0,0.05858945846557617,0.021555423736572266
8,4,6,32.0,0.001997709274291992,32.0,0.0622553825378418,0.023746490478515625
8,4,7,32.0,0.0009965896606445312,32.0,0.0598912239074707,0.02000713348388672
8,4,8,32.0,0.0019948482513427734,32.0,0.08974432945251465,0.018026113510131836
8,4,9,32.0,0.0009984970092773438,32.0,0.061568498611450195,0.020983219146728516
8,5,0,32.0,0.0010311603546142578,32.0,0.05522871017456055,0.01909041404724121
8,5,1,32.0,0.002029895782470703,32.0,0.06437253952026367,0.02105855941772461
8,5,2,32.0,0.0009965896606445312,32.0,0.06338691711425781,0.020108461380004883
8,5,3,32.0,0.0019941329956054688,32.0,0.054799795150756836,0.019149065017700195
8,5,4,32.0,0.0015385150909423828,32.0,0.05334949493408203,0.01857590675354004
8,5,5,32.0,0.0019865036010742188,32.0,0.05889749526977539,0.02008056640625
8,5,6,32.0,0.0020248889923095703,32.0,0.05993294715881348,0.019639015197753906
8,5,7,32.0,0.001988649368286133,32.0,0.053258419036865234,0.01953601837158203
8,5,8,32.0,0.002035856246948242,32.0,0.057991981506347656,0.019112348556518555
8,5,9,32.0,0.0009627342224121094,32.0,0.05591583251953125,0.020140886306762695
8,6,0,32.0,0.0015048980712890625,32.0,0.05927157402038574,0.019565582275390625
8,6,1,32.0,0.0012614727020263672,32.0,0.05490565299987793,0.01811051368713379
8,6,2,32.0,0.0019605159759521484,32.0,0.05726814270019531,0.019130945205688477
