Students,Sockets,Heuristic_Z,Heuristic_U,Heuristic_Optimization_Time,Gurobi_Z,Gurobi_U,Gurobi_model_build_time,Gurobi_optimization_time
19,1,7.0,0.2565789473684211,0.0039997100830078125,7.0,0.25986842105263147,0.04857802391052246,4.076560974121094
19,1,8.0,0.2911184210526316,0.0030002593994140625,8.0,0.29934210526315774,0.046000003814697266,19.149767875671387
19,1,9.0,0.3125,0.003000020980834961,9.0,0.31578947368421034,0.04600071907043457,6.55613899230957
19,1,8.0,0.2944078947368421,0.0029990673065185547,8.0,0.3141447368421051,0.04800009727478027,4.963117837905884
19,1,8.0,0.29605263157894735,0.005000114440917969,8.0,0.30921052631578927,0.04900026321411133,4.710856914520264
19,1,8.0,0.28289473684210525,0.003999948501586914,8.0,0.29276315789473667,0.047000885009765625,4.730454683303833
19,1,8.0,0.2944078947368421,0.0029997825622558594,8.0,0.30592105263157876,0.04869389533996582,5.5019800662994385
19,1,8.0,0.3059210526315789,0.003000020980834961,8.0,0.3256578947368419,0.04900002479553223,5.289279937744141
19,1,7.0,0.26973684210526316,0.003999471664428711,7.0,0.2960526315789472,0.04800128936767578,3.5154714584350586
19,1,7.0,0.26151315789473684,0.003999948501586914,7.0,0.26973684210526305,0.04600048065185547,19.359939336776733
19,2,11.0,0.3980263157894737,0.0049991607666015625,11.0,0.43092105263157865,0.04900074005126953,19.302655696868896
19,2,13.0,0.4243421052631579,0.0030002593994140625,13.0,0.42927633195926,0.046987056732177734,19.34523868560791
19,2,13.0,0.45230263157894735,0.003000497817993164,13.0,0.4605263157894734,0.04799962043762207,19.14228057861328
19,2,13.0,0.4440789473684211,0.002997875213623047,13.0,0.46052631578947334,0.04700136184692383,19.148393392562866
19,2,13.0,0.4309210526315789,0.0029997825622558594,13.0,0.4424342105263154,0.04699993133544922,19.145768642425537
19,2,13.0,0.4194078947368421,0.00299835205078125,13.0,0.4226973684210523,0.048000335693359375,19.17006778717041
19,2,13.0,0.43585526315789475,0.00500035285949707,13.0,0.44736842105263125,0.04800057411193848,19.144402980804443
19,2,14.0,0.45230263157894735,0.004999876022338867,14.0,0.4539473684210523,0.04800057411193848,19.137213230133057
19,2,12.0,0.40789473684210525,0.003000020980834961,12.0,0.4177631578947365,0.04799962043762207,19.280322551727295
19,2,12.0,0.3881578947368421,0.00400090217590332,12.0,0.3947368421052629,0.05088186264038086,7.017342567443848
19,3,17.0,0.5476973684210527,0.003000020980834961,17.0,0.5559210526315788,0.04699993133544922,19.16765785217285
19,3,17.0,0.555921052631579,0.003000020980834961,17.0,0.5674342105263156,0.05099964141845703,19.14189863204956
19,3,18.0,0.5855263157894737,0.0040013790130615234,18.0,0.5986842105263157,0.04700064659118652,19.13872003555298
19,3,18.0,0.587171052631579,0.003000497817993164,18.0,0.5986842125147854,0.04700016975402832,19.129008769989014
19,3,17.0,0.5641447368421053,0.0030002593994140625,17.0,0.5822368421052629,0.04799985885620117,19.247478485107422
19,3,17.0,0.5542763157894737,0.002990245819091797,17.0,0.564144736842105,0.04700040817260742,19.157517910003662
19,3,18.0,0.5740131578947368,0.003000020980834961,18.0,0.5805921052631577,0.04800057411193848,19.137406826019287
19,3,18.0,0.5921052631578947,0.003000497817993164,18.0,0.6085526353787518,0.04700040817260742,19.139602661132812
19,3,16.0,0.5427631578947368,0.0030002593994140625,16.0,0.5624999999999998,0.0580592155456543,19.17231321334839
19,3,16.0,0.5263157894736842,0.0029990673065185547,16.0,0.5493421052631576,0.04800057411193848,6.843561887741089
19,4,21.0,0.6907894736842105,0.0029861927032470703,21.0,0.7088815789473686,0.04900193214416504,19.117841958999634
19,4,21.0,0.694078947368421,0.004058837890625,21.0,0.7138157894736845,0.04951071739196777,19.148178339004517
19,4,22.0,0.7236842105263158,0.002992868423461914,22.0,0.7351973684210529,0.04899907112121582,19.083332061767578
19,4,23.0,0.7351973684210527,0.003000020980834961,23.0,0.748355263157895,0.04800057411193848,19.142064332962036
19,4,22.0,0.7039473684210527,0.0030002593994140625,22.0,0.717105263157895,0.04700016975402832,19.14239001274109
19,4,21.0,0.6875,0.003000497817993164,21.0,0.6973684210526316,0.04700064659118652,19.107221126556396
19,4,22.0,0.7138157894736842,0.0030007362365722656,22.0,0.7302631578947371,0.050000905990600586,19.145533323287964
19,4,23.0,0.7335526315789473,0.002000093460083008,23.0,0.7516447368421055,0.048000335693359375,19.15849232673645
19,4,21.0,0.6776315789473685,0.002998828887939453,21.0,0.6907894736842106,0.04600071907043457,19.12919521331787
19,4,21.0,0.6611842105263158,0.0029993057250976562,21.0,0.6710526315789475,0.04700112342834473,9.005431413650513
19,5,26.0,0.8338815789473685,0.0019998550415039062,26.0,0.8503289473684216,0.04700064659118652,19.13742470741272
19,5,26.0,0.8388157894736842,0.0029993057250976562,26.0,0.8470394736842112,0.04900240898132324,19.114738941192627
19,5,27.0,0.8717105263157895,0.0019998550415039062,27.0,0.8766447368421061,0.048000335693359375,19.140716314315796
19,5,28.0,0.8799342105263158,0.002581357955932617,27.0,0.8914473684210534,0.05373525619506836,19.144307851791382
19,5,26.0,0.837171052631579,0.0029997825622558594,26.0,0.8388157894736848,0.048000335693359375,19.126189947128296
19,5,26.0,0.8256578947368421,0.002999544143676758,26.0,0.8322368425763351,0.04700064659118652,19.130956411361694
19,5,27.0,0.8569078947368421,0.002999544143676758,27.0,0.858552631578948,0.047000885009765625,19.100711822509766
19,5,27.0,0.8782894736842105,0.002000570297241211,27.0,0.8947368440819647,0.05008435249328613,19.142322778701782
19,5,25.0,0.8141447368421053,0.003000497817993164,25.0,0.8322368435351164,0.04700040817260742,19.094900608062744
19,5,25.0,0.7976973684210527,0.003000020980834961,25.0,0.8108552631578951,0.04910635948181152,19.141574382781982
19,6,31.0,0.9786184210526315,0.002000093460083008,30.0,0.9769736842105274,0.04900002479553223,19.152804851531982
19,6,30.0,0.9736842105263158,0.002999544143676758,30.0,0.9769736842105273,0.04800105094909668,19.146888732910156
19,6,31.0,0.9983552631578947,0.0020003318786621094,31.0,0.9983552631578957,0.04699897766113281,19.099564790725708
19,6,32.0,1.0,0.002000093460083008,32.0,1.0,0.048000335693359375,0.5810067653656006
19,6,30.0,0.9720394736842105,0.001999378204345703,30.0,0.9736842105263168,0.04699850082397461,19.091463327407837
19,6,30.0,0.9638157894736842,0.003000020980834961,29.0,0.9638157894736852,0.047000885009765625,19.139822959899902
19,6,31.0,0.9917763157894737,0.0020751953125,31.0,0.9901315789473696,0.05104327201843262,19.143218994140625
19,6,32.0,1.0,0.002007722854614258,32.0,1.0,0.04799938201904297,3.2197208404541016
19,6,30.0,0.9555921052631579,0.002000093460083008,29.0,0.9588815789473695,0.04600048065185547,19.124534845352173
19,6,29.0,0.9325657894736842,0.002000093460083008,29.0,0.9391447368421063,0.048000335693359375,19.18446969985962
19,7,32.0,1.0,0.0019998550415039062,32.0,1.0,0.051071882247924805,0.21256303787231445
19,7,32.0,1.0,0.003001689910888672,32.0,1.0,0.04699873924255371,0.1680004596710205
19,7,32.0,1.0,0.002000093460083008,32.0,1.0,0.04700016975402832,0.13500142097473145
19,7,32.0,1.0,0.0019991397857666016,32.0,1.0,0.04700064659118652,0.12400150299072266
19,7,32.0,1.0,0.0019996166229248047,32.0,1.0,0.04600048065185547,0.12400126457214355
19,7,32.0,1.0,0.001999378204345703,32.0,1.0,0.051001548767089844,0.21600341796875
19,7,32.0,1.0,0.0019996166229248047,32.0,1.0,0.048000335693359375,0.1250011920928955
19,7,32.0,1.0,0.0019996166229248047,32.0,1.0,0.04700016975402832,0.1250014305114746
19,7,32.0,1.0,0.002000093460083008,32.0,1.0,0.047000885009765625,0.22100043296813965
19,7,32.0,1.0,0.002000093460083008,32.0,1.0,0.06000065803527832,0.22400236129760742
