N,s,heuristic_min_usage_time,heuristic_optimization_time,gurobi_min_usage_time,gurobi_optimization_time,gurobi_model_build_time
90,31,32.0,0.00819101333618164,32.0,19.284798240661623,0.20471692085266113
100,34,32.0,0.009414887428283692,32.0,308.63801021575927,0.2538765907287598
